H3_V_avg,H5_V_avg,H7_V_avg,H3_I_avg,H5_I_avg,H7_I_avg,U_THD,I_TDD
1.4795029161909161,1.9518553246311523,0.9831465790403202,2.423325347065087,2.22471746888692,4.541987836880511,2.63917511415728,2.6930361102140625
1.3378390908314586,0.9697009820369717,0.6534522120750654,3.0051954682890902,2.20482704517528,4.061173857250209,1.7768323559036197,2.6470075645730984
0.4348638400706265,0.6959195828757585,0.8012139496047845,3.0797158066098236,2.205889667867092,3.5059621684265854,1.1468890174172213,2.478607339145926
1.3692972586606773,1.9724258463483924,0.5159611571128176,1.1840458589299376,0.7909013484839202,0.6437945506101941,2.455942714634854,0.7503962706325739
1.5519241294424282,1.5378481347391644,0.17567259171387725,3.4829069515460302,0.7112883339079097,1.1642787142339674,2.1918727719796687,1.7962344447255048
1.5207134787105385,0.9816745991883757,1.288012466873879,0.10146090854448495,2.690060722380793,3.929960325687642,2.2215378947580664,2.2874472357901103
0.4757871093456317,1.1395529458015465,0.9272805667072541,2.0423087688108805,0.7749960433226101,2.940607068820187,1.5442809132723816,1.7590507669797917
2.056646628742424,1.37854628527047,1.3378847604346622,2.5240744575353573,0.7761494380004526,2.445307607509052,2.814270926608507,1.7282423068107096
0.9054414515212621,0.5075414206922018,1.7027115625417275,1.1793416345001564,1.573740016099358,3.150522730211815,1.994153750608132,1.7834271135207
0.2648876240480048,2.2330158870696333,1.0741441603430633,2.489381858156952,1.8890019928213424,2.5811157379004035,2.492049574642985,1.946288271819317
1.4462028272117928,0.5590637751335245,0.5666011245282615,3.2643161501183338,3.064251546331922,1.5659564500560899,1.6507851939058034,2.2776635341982647
0.044180989022445084,1.2077708438648125,1.7223809394974157,3.35557517438341,3.3106875829269553,1.2831035576480838,2.1041051475211314,2.3459526396775625
1.7228212087037182,1.3631933575756991,1.4500025417847926,1.579122855969754,1.9545130878472612,4.419752985887978,2.6322834988808115,2.4413750538802725
1.197260226284749,1.4164446798820165,1.151526669785768,2.4807387466984916,2.1101084073114333,0.36442655646889105,2.1830623563786213,1.5736636122830154
1.0180036967872683,0.07904987151624769,0.41010138412918873,1.3142908015840427,3.534963458763518,1.9304342691765328,1.1003470153201471,2.034475043236545
0.18987496006071738,1.1606965079319238,0.6978167225993458,1.9359366627370092,1.1412812379858228,1.8014159793991253,1.3675587966602072,1.3830627660676225
0.6053350723009743,1.7998898052684575,0.42947768513003837,1.0027578198212,2.118219785333142,0.0512727968853081,1.9469167786250157,1.125655354567595
1.0766178149583792,0.593168270646472,0.8782508014997379,3.2309585051616345,0.5163517053260445,3.902834861532105,1.5107213466163814,2.445615308257758
1.534177749608817,1.532352924537062,1.7136114286977047,1.1565994889584228,2.4455702317595134,1.1157683278066952,2.7637422060126102,1.4052264899147484
0.7054812004685986,1.4265343753617012,0.8357714724620919,1.9483009109910518,1.4388537231749159,1.79616960162709,1.797558900977842,1.4479735079181382
2.0639638579287065,1.225019415581373,1.2756620417845796,4.227773845755161,2.1872266363609225,3.3565629122018636,2.718075241827805,2.796908989104805
1.0466235868153904,0.21728309180232097,1.5348600495298734,3.365628291930121,3.5379368278169476,0.6196550825731653,1.8704085773178902,2.3636538956316664
1.6700008534037907,1.1127941939975043,0.9651938221553465,3.9847559419469247,2.6501281540644412,2.6570495787750295,2.2268392135245847,2.628464731797736
0.616149281270028,1.4086505376586491,1.1661880964984637,3.303769402196879,0.8678942802880794,1.395353480674552,1.929748934569024,1.771872342840092
1.5270989783426814,1.0491898796172912,1.669234943902039,1.6790028917767492,1.537336677174004,0.6244226244046327,2.4938275784605177,1.1335503843970829
0.7490081654727605,0.9882593737930828,1.5840618915445035,1.5897351884512656,3.375472162989071,2.2325438888617315,2.0116962738142945,2.0879175930756406
0.6145178679632988,-0.11442150499038434,1.5662769733869553,4.796690049381352,0.5859891910641549,4.2993284665750675,1.6864009156225646,3.105957981119835
0.4181095497806634,1.0397485593696725,1.4757382780773958,1.7448243824075917,1.1365144505182874,2.348126856481889,1.8530235097569419,1.5070737540801646
0.2413904080940343,1.7483523967313648,0.7277243343954372,4.953190076117207,4.262771223649037,2.1332050995522795,1.909080443341085,3.3010280175400526
0.5929705761221755,1.7324858586398977,0.5483140524844005,2.0787574131818,1.2682517233713806,2.633786697939623,1.9114836265806083,1.7224712410147998
1.4412199417380451,0.14188992578218568,1.9535384905619817,3.5472132103362455,-0.4947802148491968,1.4835401615497414,2.431781302997676,1.8615640211025941
1.3621434906186107,1.5829359085021408,0.532758091116267,2.255034173783018,3.079846025335071,3.20405118324387,2.155215108315177,2.3931347789732342
0.4112285440714924,1.0414722444199023,1.5869428407738775,1.8187787087839045,2.0045981788845944,4.139654948674873,1.9422051722821798,2.375074127237283
1.7258172508604184,0.48591945912746554,0.5603933867709049,2.5833688632133196,0.2967950809024912,2.36041594118909,1.8784577855418274,1.6864113505724272
0.6702739153876374,1.2776794662446738,1.163848773023119,0.34836858468628407,1.1872588827362969,3.903382063605105,1.8537194789341154,1.9663161231685344
1.2034102534990472,0.6354248591109162,1.381807605067234,0.6712749865160632,1.5138591090813212,0.8032145104819671,1.9394208535602617,0.8838184831175864
0.7896411262980755,0.511603986957869,1.9287295143275571,2.6685500371975226,0.43879776261836695,3.0536914593163007,2.1459891162936255,1.9587610158762991
0.5057745371425452,1.1083046526639717,1.7098324869055397,1.6374710242575614,2.7623038705892173,2.6265284618976414,2.0994461695447075,1.9921193301863147
0.7822190972690262,1.724818515357367,1.640195360516691,2.520122646604054,-0.11309598995467858,0.5448531329172475,2.505415424178681,1.2393112463655267
1.128889258579331,1.5864314417877765,0.8366304436202309,2.9116395633636873,0.3409243191770033,1.5263639938320808,2.1192230125262466,1.5871041346419283
0.731321389302266,-0.008264769090011323,1.2206116226744033,0.3309597924536771,0.7949570358818896,4.6346761957681855,1.4229518664617393,2.2636542336631345
1.2313680828586202,1.5809356448298466,0.35514162132153054,1.7007977731863726,2.2233262115132404,2.67623875020856,2.0351290965861017,1.8596880574741141
1.930019117376925,1.6383812797030899,1.4664697483351126,2.6365527031643583,3.508544209898316,3.4866879880074206,2.925713679412937,2.6916125908980573
0.4154091539200476,1.623664015234252,1.99005405578367,1.2302892631909752,2.660479653075589,2.890094295317396,2.6017618539113485,1.9766715767580292
1.0157687947125436,0.4262475064817791,1.5679857338381447,1.6568482234356865,3.8255723546031053,1.5609945026970247,1.9162600143544333,2.1376601449933843
0.6462273705316108,0.47157175709467203,0.9660051608014716,2.899529612383583,1.7799449077016218,2.8717281576383558,1.2542550407347914,2.1379537893985296
0.32053748232489077,0.21512378450611092,1.5984430783040118,1.2698795826096179,0.8287571325595946,3.3247047293276157,1.6443973956478453,1.7547379262985914
1.8090835247070407,1.0465491140336791,0.8274236310291421,1.4519163216157172,0.8601511786750227,1.101770279906868,2.2478162986855885,0.9677910053421429
0.7063654088038928,0.6186656411958282,0.22017845517022633,1.2284886100068475,2.218179267276458,2.1653024444920272,0.9644572662757449,1.6011624238096371
0.21098985478418408,0.10153504214619616,1.3389311745723993,3.4690531500835964,0.061660610895480444,1.6515866860163662,1.35925081344368,1.8452313910974822
0.23538006835422892,1.6717644943723664,0.7072973565546301,3.8056539998809438,0.8813158738917493,1.232089485625531,1.830428871005837,1.9669275169078466
1.7726769859772142,0.5791940268710398,0.34675509248360337,3.3356212101380347,3.6425116477980355,3.2637757549839885,1.8968628077801684,2.8427821913204863
0.5999412101905147,0.2721672914687681,1.4441057306576348,3.669690610406973,1.8842000296455201,0.017589269099299892,1.5872762366861435,1.9809097995661646
0.36299734354854685,0.5647479428264431,0.01636876356057465,1.6498751472189364,0.6328483508970273,3.349685065097735,0.6715469058602707,1.8186156761596772
0.805837981061733,1.6552229665921248,0.3823782181760106,3.7001154227453488,3.7147835649079677,1.6493343115489647,1.8802529145280282,2.6393819350682763
1.119717690863821,0.9984118299977384,1.6958508368647074,0.47555683063506715,2.9386446024127606,4.614719902566042,2.264178427246309,2.637050490929186
0.39471576467772246,1.6319812264290245,1.6869205129437919,1.6972824801116286,1.3180575538253665,2.0183612576337637,2.3800974928125207,1.4157181920981963
0.1572288942600113,0.9989987064050692,1.2910932217798328,3.673659939111694,2.672233169171638,3.4331544769469096,1.6400125145605005,2.7343176065858974
0.7894731347468305,0.11081381826252643,2.268190361676056,-1.0128952249878451,0.34024823124549664,1.2479052543196938,2.404211939410722,0.7889004380476143
0.6911244159664689,0.35326259209953814,0.735154708552174,2.077121280858676,0.5317140998542169,3.285011924633202,1.0690649478999437,1.8837307735417128
0.4081779786937242,1.0844659188289316,0.33222485849961914,3.7518296301108633,1.1256989347578543,3.9016394235585463,1.205424799810036,2.6548631054643166
1.2927066465462047,0.6711972166194654,0.8406649489588798,4.406251140753045,1.5164298311575157,1.4329826098140088,1.6817591189080818,2.341089751475156
1.274128924848119,0.75921908044572,0.9015898027881134,-0.6012254401819465,1.4344483055237107,1.4123031587974657,1.7357080116595007,1.0088425975651811
0.6884046475184471,0.595942033801493,1.158330773732558,0.10199050201778807,4.09075050796064,3.3931023848998745,1.4733560492129265,2.5526447067715714
1.979560337636851,1.2876071851874145,1.62693608481196,2.2835974724780086,0.10377088276426787,0.9351786940369016,2.8676667201323185,1.186018293381446
0.7440031905277262,1.3400803180142193,0.4558372369734511,3.1968915874442168,0.7832680998716338,3.5880833646178485,1.5991071236337224,2.3381289824185907
0.28042587628448484,0.22649172046526056,1.0793806921227806,2.16420069383117,1.1187483627829156,1.2926233952429484,1.1379806017927934,1.324360617170388
1.7281529435958125,1.4290824237939164,1.4441214406739162,3.7354933486932302,2.22958722399686,0.39674529381009127,2.667259999675636,2.0976717986372933
1.2848490953622858,0.3189512402777265,1.9237189511569597,1.7695619276028831,1.4636327937068474,3.232561237797216,2.3352219797202185,1.904098131355309
1.3389427887938972,-0.055837447483040606,1.2704329828702776,0.971097164228337,0.5701763546547607,3.7032418176527218,1.8465875490128465,1.858694867750219
0.932145559734802,1.2269759464003371,0.4886855276455328,3.3259718529628235,1.2342030719521189,3.3495767279828357,1.6165329760040477,2.3429094003461706
1.311940699089438,1.1662161100627697,0.26407325650617003,2.573679552405388,-0.29850402413383664,-0.5433415347211032,1.7751008698378228,1.2712267921340243
0.7515223510422491,0.35149554111228587,1.127186321206616,3.7762442551817625,1.0827077937179954,-0.9356510310984539,1.3996013583350055,1.9391791253713373
0.7412581215844097,1.260452185889823,0.466760667648437,3.160979470827279,4.103971035576147,1.661959236098782,1.5349491315978179,2.612409923187293
1.5821812879971586,0.016466071404720936,2.0182202449476025,2.8503220576428365,2.136278117776847,2.870484034827103,2.564523682228771,2.1967571303981313
-0.07746323364294891,1.199905688628703,1.5911758676849492,-0.7185671228568694,2.7791683669056564,2.235897800541437,1.9943958624287443,1.7472486515934789
1.9779557728254502,1.429781495139511,0.18799671869488255,1.1142000666840848,2.19501603443838,0.5987327782540334,2.4478412794413247,1.2165270719974244
1.5134992582772535,0.7371784470582374,0.8409559859799732,1.7544710616717092,1.6930856419633238,0.46711202133939456,1.8818392699613165,1.192103371026291
1.3975540716586434,1.6735714533417252,1.168484828700947,1.0828971722571838,1.7403558326960098,3.8867136683665713,2.473733127795775,2.110039044962589
0.4959272323625923,1.586429076764782,1.4740770255621514,2.7029461845588925,1.8523302375318198,1.5612515756408898,2.221621955395143,1.7429672798319669
1.674258020970266,0.3101960156613598,1.2349868952226,0.08906963513013177,3.945966867560712,3.3409366605546436,2.1034624123779846,2.483165291418285
1.730123560779439,1.8955767955539176,0.4294417818978177,1.1464078018368653,2.5313086837647267,3.2141982179184354,2.602106678721331,2.0403004783713965
0.5052092444364624,1.7146923981934443,1.6874175257066373,1.1954727148703863,3.5717909476023975,1.1134764551047955,2.458207539478381,1.8860685757206415
0.7084142617625102,1.1399941147719255,0.9210355205254228,2.915447162270568,2.28510525656775,3.392869331624132,1.6278033597620705,2.412162808828628
1.2971831833396115,1.9505312640303623,-0.11507429261825314,2.1583658554057936,1.266946160332685,1.9643408591480014,2.345314161454828,1.5277826384708562
0.10986985174003072,1.5157820254720384,0.42285043822546636,3.379016294845027,2.105766220161253,1.0750912409188633,1.5774882015954859,1.9803670000409765
0.891329064081139,0.3288020733227375,0.7646669909545794,1.3363802434869123,1.5622950528646875,3.8593491948417453,1.219546600566219,2.099807564847695
1.897810919172568,0.5434691449322557,1.4424664313438549,1.172135639026757,1.206143803534942,0.6704198067173242,2.4449446623549376,0.8694318727407643
0.10682247112757788,0.46784642840369417,0.473327820186365,2.4618393967498227,4.061182321733634,4.219872362496377,0.6740404633775862,3.0507261461700796
0.48852010522437483,1.5051472048999983,0.4336512255621998,3.3099127939550614,2.730903068091964,1.1483608798242,1.640784381647482,2.1330833171934747
1.1906519755497924,0.43650227885358606,1.4301068754799657,0.4854971417881444,1.9853596338812578,1.423398651795304,1.911384849165669,1.1960161498992634
1.514349212356972,0.9148119376412663,0.5132974052318735,2.328525286291592,2.599460661787086,2.650651623253381,1.8421749766064361,2.1044106783519503
0.9089612497543521,2.0827688450815276,0.403514999995056,2.232306308227322,0.8239065151516353,1.3016790232763613,2.308021007447342,1.3024271342713551
-0.18656156221856335,1.4445884870292693,1.2747398931516756,0.9052174772994654,2.001503284337641,0.8663666691354288,1.9356143491272453,1.133923290484509
1.1363596415903632,0.7961124989923218,2.101804228503482,3.2239979602997315,1.2604763842758155,2.0135563134336363,2.5184696466390646,1.9230382298819952
1.5559624028440582,0.3508002955843494,0.7528583034280398,2.5495642142338246,1.7447515482013196,2.4299682016294333,1.7637674085567145,1.8874438505415763
1.0199974730633325,1.649937266560631,1.2807899825677016,2.5494204278490686,2.3874760845854213,0.48465027653841847,2.3244592506832475,1.6933042209343536
1.8415713854485762,1.5669010412385387,0.7614828684574767,2.0492571698598776,1.0861964186012012,2.7741590795003725,2.5350385006330045,1.7363852184677728
0.21664677878749128,0.5356088699108984,0.5242781048303122,1.2715452048940132,3.350629576409185,2.494129522728783,0.7801796071999637,2.096674041839566
1.0518045346349796,0.9144634738684679,0.28315323901842004,0.7428119946690306,1.4957244768421207,2.212310482145459,1.4222207918902448,1.3310507410248535
0.24480560440102894,1.8901049250216018,0.5353082675837886,0.5154582587059201,-0.07307366319439765,1.07562418593401,1.9796417233632517,0.5738337347806123
1.2534095889174366,0.01718423462421241,0.916007292462909,0.007397756039480546,3.501332516700633,3.1262502237835688,1.5525463778435176,2.254012898105482
2.196773922576559,0.6297608221739426,1.428561532311736,1.7186548739714262,1.4373061491514376,3.9799452836921967,2.695032914763465,2.1931794692907025
0.6425193521858791,0.24617934368265892,1.598296309221093,2.2943016427821075,0.5429038092299812,1.7363085245256245,1.7401110537144329,1.406034982324985
0.8093566585163647,1.87598074434978,1.9007325890278062,3.6219381113484457,2.5643471638185122,2.286231291589813,2.790545883666541,2.3972067055028403
0.6309933851692605,0.6614948806537944,0.6378282546502897,1.2250915637175477,2.004334747500146,3.5412545350515203,1.1146986192190134,2.040630810508657
1.4069326601549517,0.19067732322416123,1.1529959758365482,1.6218258793797127,2.863239499051858,1.3963028425181923,1.8289934587356769,1.7165434885264697
1.7822364657027665,1.3002685035381154,1.6829040737674403,0.5004813089455904,0.9957711909939365,2.8695942154928162,2.7747488395307034,1.4782499600576182
1.8146710277734934,1.0619518183400831,1.7063798983076328,3.52676946467095,2.358953107367233,3.7370258710476274,2.707859848822439,2.7150628710000793
1.4845710143145971,1.6510093673740414,1.3776898696218278,3.5308278884777478,0.3511270308208691,3.3334604954794753,2.613008305489769,2.3378344623237766
1.4463077520197836,1.0011100011906888,-0.004241080889412274,-0.5704336035135265,3.9054131849906843,3.236478430909162,1.7589898620525506,2.4510123787652347
1.3239006344596969,1.8640029318447435,0.6717899394547188,1.5368273012247928,2.599801886144555,3.6171780063189605,2.382964863904032,2.262791778260465
0.7123186065070283,-0.013759270032346393,1.7528101401843623,2.209821145372965,1.1559575812896812,2.6032365264387916,1.8920704273945674,1.7311417883795013
1.0301718722026605,1.6503208140404264,0.4893769356431336,1.306044803080234,0.946903374567466,2.9651666804744603,2.0060664646696162,1.620954062143604
0.7316237947292731,0.4513748183336874,0.2681057292766642,1.89595678405559,0.19010307352011324,3.0705638526906687,0.9004961330904219,1.7353170138594551
0.6530532490064771,-0.09048335716766945,1.3617565132808997,3.4106162300156564,0.465257550251752,3.081901765025979,1.5129595452044318,2.218648872366116
1.442884899693091,1.54187031819087,0.7016452620098964,2.753092849016265,0.048592892715504266,0.7439829681718335,2.2252161660345027,1.3696530055245109
1.826247058455726,1.9935451106654944,1.2530115416465377,2.5039236607772675,1.5417162081506797,2.394329092212044,2.9798386450067933,1.8209193032475974
1.7796851473652395,1.3163591468051479,0.5444596264352916,3.83098256707049,0.8267069818931438,-0.5208750970406937,2.2795870046892417,1.8985289701181058
2.035178272986514,0.9291570283314431,0.7228594544652911,1.725225537273815,2.670304545238173,3.0849802042045305,2.3511293407730562,2.1272348258181752
0.495773397473473,1.61673729939365,1.5641936668530225,0.9048047371526879,3.207987823173413,4.477150439381867,2.303547825489231,2.680299523248561
1.9332810401042826,1.9216767249950468,1.1642802733366444,2.0937682497782504,2.7038381310068176,4.248728976292626,2.9641129483026174,2.6190139687237135
1.8438691373136316,0.6556348666595178,0.39258567182771353,1.218228009350897,2.432423218492285,0.3424783476931645,1.9959544041990982,1.316661139476112
0.30045083839708,0.975671464996239,1.2295372355162424,2.2786261657366436,1.2237890378928182,1.5351875512577682,1.598113677878498,1.444321731334398
0.7042711607125955,0.6591136001224709,1.2755286076819459,2.1710985824083195,0.7293397139322537,3.124151729999626,1.599187867229149,1.8601705288091699
0.8044035426952407,0.24988637704867037,2.162722930419593,2.969399676621294,2.0664658477135736,2.1498318292128396,2.32096504383368,2.02079909830727
1.294756604741816,0.82533545699614,1.754161114752453,3.883859489643468,2.8199073158855805,2.979049286696733,2.331234543885954,2.712634964477512
1.350902899957403,1.7894315483749255,1.1777474546356692,3.459878518532273,1.8698176412388259,4.102710962676341,2.532605965864726,2.7290864278128515
1.4245258370005112,0.797258323452565,1.3582310046811363,3.64203119135596,0.9530947990321836,3.3757800382979055,2.123602165348663,2.4281493319522034
1.1255637969696235,1.2122465894767256,1.8165328632799362,4.288464425994048,2.598852786208084,3.103790562540436,2.456873480283963,2.831891432230423
0.6499736856766545,1.5278196208832224,0.3278675113754661,3.1378359076322835,3.5669047179018283,2.776035054873507,1.6923934799695342,2.642194452652858
0.8182072307423202,0.343105094307631,1.8553780144558292,1.547782273583499,0.6966486059368433,2.5203192750408863,2.0566019922933365,1.4591224855769853
1.5478090954590467,0.4816425654152008,0.9401032053369165,1.7806161293765759,-0.18887625615182138,1.4070744607750985,1.8738960999719896,1.0935606254945778
0.19506985205301314,0.31415525732724736,0.3947736421762621,2.9078955466349976,4.850137009479076,0.5039372778858575,0.5409177399969841,2.726314621020598
0.4271130856385156,1.5911253649995656,1.9856273713442882,2.553856557335408,0.9275668197120874,1.636469751926553,2.5800816988809254,1.523116699884583
1.5542761046536997,0.4897678851202797,1.1501775638813776,1.2302184433202499,0.827024100192129,0.23294434030689384,1.9946315998822364,0.7205657514768575
1.2560751237605532,0.6094115531016915,1.577941247672488,2.5625959147699247,3.2340855804176027,2.1495763225779076,2.1068948095930446,2.2341844295352997
0.623889719513553,1.8922386360891874,0.4485366317192392,0.46031222694035007,1.546160157408554,1.372060804727747,2.042300307990333,1.0169624686364966
0.842151723190749,0.8533659110680505,0.895937039619442,2.6607601817876794,3.770744197153014,1.7236558512173157,1.4967150971404684,2.3656394611013107
1.3571341156451284,0.27699742544821093,2.171316430226522,0.5826735702163706,1.685659939863818,1.6533856517536842,2.5754913359831884,1.1678459023602183
1.6471427657880495,1.9254426991025895,0.7731649900826838,2.6646269542247,0.643997862902148,2.3683575277773503,2.649187230133976,1.739625904248388
1.421919063704978,0.6521676278766996,1.3593112702578405,2.9370067595413123,2.5141675004835564,1.2383158345018903,2.0724149121322077,1.9494232659021082
1.1360607366637285,1.0953985712121337,0.9428555136542383,1.409125468900193,1.4355891147105933,2.41595029553256,1.83834396858442,1.5096412676649906
1.277856375592656,1.387183119630351,1.3868326532085096,3.170106176070357,2.2382656366886566,1.6125694058154303,2.3410465036037933,2.017966864125716
1.7086053926535785,0.904465162208489,1.3062920055248386,0.30171863922737097,0.08639570430202179,2.2365139103205824,2.333192752678574,1.084494562919021
0.08690095084706173,1.744502357337036,0.570746585783312,3.631504237840598,1.9347934666599098,3.233482486157327,1.8375505204472355,2.5129903793054225
0.2709728892318793,1.375997718088065,0.5925083255243306,1.762644841807164,0.31105087374577933,2.207172004953294,1.5224526733852453,1.3645832709797228
1.2485498874934013,0.16080089188541155,0.3646415074524577,1.9943467250092346,0.745270938687933,4.253782264823146,1.3106094678996218,2.284229324674278
1.3675606636676239,1.110939852832312,0.8279043144211545,0.5874714049104166,1.339079400294285,2.3635692365561267,1.9467498758852593,1.3346351679298083
1.8655582364160501,-0.10938309466927426,0.6709025140706176,0.7271467954982256,0.29760815933193263,3.42475350532332,1.9855433458490566,1.687286515624101
1.3918039196056606,1.0871681717619284,2.1378112132555116,3.4282791120714324,0.6118044577511846,0.945667308543923,2.7729568276197263,1.7328260503846271
0.479038664307674,0.8641309013139179,1.3834944984663118,1.437114951314292,0.5009365880388712,0.9486845568950326,1.700075670019966,0.8611830660424251
0.6433611009378812,1.7973256554942076,0.4998405217218764,1.3011471534903039,1.0633196641314768,1.841958324789105,1.9733559144900554,1.197270521523651
1.2065293065278144,0.9572188523013634,1.039217678516837,1.4545487060346336,-0.5880681264408311,0.704636801983437,1.8579435626664098,0.8258934017373757
1.7957307493713583,0.9327484413515498,1.4776421506584265,0.11176901053056998,0.6724279961666544,2.0229198919670286,2.505612680460415,1.0250711010777167
1.871436650841208,1.4550348052603073,1.5486940206499598,2.432097026134172,0.06211127714507868,0.5549753733135848,2.8315816414554598,1.1982820322354668
0.9470183236963609,1.7010882758702282,0.5955448508412614,2.2527555033869224,1.7745750204223838,1.1314703604351406,2.0359810158946354,1.480403871780149
-0.01753063636118707,0.9247317846427876,1.0531720656428856,1.9186977440764466,1.3522512152451363,1.1734396817367352,1.4016446042383088,1.2601859056643054
1.3547014612519834,1.0567666980549484,1.6543694069833592,2.7023374257634476,1.0128572190034841,1.330597089099107,2.385143609512578,1.5260206374452552
1.891288399131449,0.7396537128752882,1.4706615511433891,1.7687440029298003,0.6589642148145973,0.9982557450253688,2.5073701006574356,1.0253350594073174
0.8655108112587896,1.3316748483103487,1.6126012791000663,1.6376984427263819,1.093303652817228,3.422619735894017,2.263393415070259,1.8961294027561393
1.3234355244127192,0.8397425770495013,0.5376466023424138,0.7378808788080434,0.26886801641406927,2.450482102927039,1.6570193275872338,1.2356727224001316
1.815955727635779,0.193897321165017,1.4808370824182515,2.2809475593767634,3.0818599536728515,1.074886925532971,2.351206039579084,1.9121309898875283
0.012652301724240714,0.027569025058574267,0.7097129223500199,1.6653994111564034,2.867875667201936,2.701138550407485,0.7103608688773665,2.053906067485726
0.9151165246198593,1.9843382980834743,1.1748923276801782,1.2660530803066128,2.3110057689890025,2.3976156819470362,2.4810096163688877,1.7107625920676641
0.46089592884511366,1.4457009195227273,1.618621225337922,3.955645352759306,2.481648358996869,2.3228553186707592,2.2186506883800554,2.5044747761550616
0.13945795606219677,0.9334971426509497,1.3930526010512267,3.5190379561398313,0.8908881335631793,3.2358868979113127,1.6826945611554467,2.3351835959600558
0.3188035332785614,1.8224876871309672,1.4317994501089595,0.3184711548108254,3.011880369170624,0.8130853605620161,2.339475737832559,1.5058628444228652
1.5579372749582239,1.2436703581376465,0.4468851956652799,2.5014644506493853,2.609535816684984,3.8454142782985223,2.0429368297916786,2.5343509296221907
1.298338526271194,1.4285149733986204,1.5267914996744743,2.143901876383539,0.600383021193348,2.8533623432869204,2.4611847231571926,1.737926037466957
1.5403880698669965,1.8518515895895644,1.6973406357559002,2.55401289608123,2.555810644456241,4.892524742743036,2.9467125664784835,2.920619033249653
1.3400076496314044,0.35554907900104527,1.686998578859043,3.522055821565596,0.4552339112217481,0.34769875211488077,2.1835750167378274,1.7135107794032889
1.2911001605187906,1.7385930113357162,1.5903360889348241,-0.09455478909480335,0.7366340117287126,1.3205903660514287,2.6867850973469305,0.7275497877454852
1.2809523554456237,0.7024376693482954,1.930216150741269,3.6247537920227706,2.323034694784416,3.0243035138283094,2.4207420359930127,2.5264925196265615
1.01762118163174,0.5794772156800058,0.6949553452394865,1.6164382281477876,1.595243811737237,3.5461476563852,1.3617303861905867,2.022136361879561
1.214473960914626,1.4430827358579819,0.6171749372025543,2.2752184253169916,1.976084196992022,2.3562580689104813,1.9845250533520598,1.836940602335746
0.8554380959303106,1.0444688090400531,1.6489814751600502,3.951090354740027,-0.06162846470222505,1.8126154328959783,2.131156806630483,2.087650599809154
0.1933781193843795,0.9926137371965778,2.2252617828995596,1.9486108646000313,2.0779899180456,1.1535061409885328,2.444272311090015,1.4758371807626587
1.1650624805785705,2.0255611923673307,0.11072618880586475,2.3526580180774976,0.7459464970553693,1.476353008310273,2.3393437149260317,1.3810256347897303
1.8385441133948754,1.2428425305340967,1.7336717018125964,3.055668182946121,0.19470973364605373,0.09525716463418357,2.8161178210914986,1.471016282136454
0.3387232085478492,0.7831682908588602,0.6666093223719656,2.57570821353781,0.729132476795041,2.0123556673762897,1.0827991376469364,1.6081638142226777
1.680052940477604,1.2522945620201438,1.660098133964399,2.495755551854458,2.2870271563469973,3.804167924092055,2.6733397403369343,2.445292384098851
1.8320611186195053,0.731080855694424,0.3808539413340933,3.492784757209161,3.7103523805948995,1.5513493258584135,2.008974087575536,2.557840830509317
1.7424767864851995,0.42517333573102933,0.5998441099224947,0.9922791508366487,2.416046566778282,2.0706041824057113,1.891245799219432,1.600533128385016
1.6052616442930088,0.680493068894988,2.213158349108252,0.552548460514422,2.5676794208854705,3.7511612721142353,2.817446652854314,2.1989498686714466
1.3854156807425864,2.0382755301985793,0.37577088607256004,2.604958615217384,1.6433208287854904,2.017141158938297,2.4930197560937017,1.76796560535029
1.166683894284996,0.22540214622956092,0.6897526992438965,3.360537074175985,1.2693530448480095,0.592514610081182,1.373941855692277,1.7483163664388328
0.5199184878582284,2.131658479766088,0.32033320306922075,0.9683884607940508,0.5437675280820767,1.2476248703394417,2.2174076010882713,0.8020944724216771
0.4961757479700685,1.4774706709305678,0.5899133782665607,2.1375736746768905,2.351499060222116,1.0161653411634695,1.666465646268037,1.6021214800702
0.498269662409105,1.5813736364427549,1.3875933298411847,3.9529448308284847,0.4575142993787833,1.989398522914564,2.1620431271214766,2.1363623315452
1.6263207555884192,0.16278743465845857,1.8029514809415073,2.226390737983398,2.483662622399964,1.3328784513296759,2.433526862717883,1.7248413932051239
1.5663306033211295,0.37205744234469107,1.649564872392045,2.6431293071390027,2.864338383315859,2.1126162503814006,2.3049691033795203,2.1288429719033304
0.4638466526986673,0.5745663590140149,1.6371375618136355,2.3672919263683148,2.8335789854000515,1.7084368402921255,1.795967598380181,1.9536488804088963
1.3051645544857087,1.444895847006621,0.7797002230528248,1.6388250182244708,2.5354098302594297,1.4363440489964112,2.0974057692329073,1.6054121683510332
0.6061131594907273,1.238226614088897,1.850809806439716,2.7003523448610136,2.5172629898402317,3.203477713765123,2.30782912052849,2.3471266273306397
0.172045355086629,0.8890376483349395,0.7139583154124729,3.3685203862028326,2.0859017129714594,2.603748264485023,1.1531366009759727,2.2766409558082517
1.9159985218436861,1.2922150332528046,0.2480393164254462,2.443853471792567,3.50614595229599,4.297359626591314,2.324304956404073,2.9103699756122703
0.21411946031540702,2.2106953673975633,1.4118914128504867,2.963083699067358,3.26994342509583,4.240157855136627,2.6318165803109745,2.938697965537403
1.3911924485315579,1.8202959102249285,0.33818018749132184,0.49838490944737424,1.617542641547869,0.0479278729665219,2.3158712116273863,0.8131017762791364
